test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd
ENRICH2_tests	0.1058569769371163	0.13970466235274598	0.06852497096399536	0.6859133897461424	0	0.39295908658420553	0.43108108108108106	0.005	sim1	rep1	rd3
EDGER_tests	0.00680272108843537	0.23875891820142692	3.318400530944085e-4	0.7541065206570433	0	0.04651162790697675	0.0277027027027027	0.005	sim1	rep1	rd3
LIMMA_tests	0.0273768043802887	0.2181848349095736	4.977600796416127e-4	0.7539406006304961	0	0.01785714285714285	0.1114864864864865	0.005	sim1	rep1	rd3
ROSACE_tests	0.1760411481665837	0.06952049112327859	0.09474033515845362	0.6596980255516841	0	0.34987745098039214	0.7168918918918918	0.01	sim1	rep1	rd3
SLR_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0.01	sim1	rep1	rd3
ENRICH2_tests	0.1131574581051933	0.13240418118466898	0.0781483325037332	0.6762900282064045	0	0.4084995663486557	0.4608108108108108	0.01	sim1	rep1	rd3
EDGER_tests	0.01144848183175709	0.2341131574581052	4.977600796416127e-4	0.7539406006304961	0	0.04166666666666666	0.04662162162162162	0.01	sim1	rep1	rd3
LIMMA_tests	0.03982080637132901	0.2057408329185333	0.00116144018583042	0.7532769205243073	0	0.02834008097165992	0.16216216216216217	0.01	sim1	rep1	rd3
ROSACE_tests	0.20043139206902272	0.04513024722083955	0.16973618715778996	0.5847021735523478	0	0.45853877185118785	0.8162162162162162	0.05	sim1	rep1	rd3
SLR_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0.05	sim1	rep1	rd3
ENRICH2_tests	0.13439522150323543	0.11116641778662684	0.11498257839721254	0.6394557823129252	0	0.46107784431137727	0.5472972972972973	0.05	sim1	rep1	rd3
EDGER_tests	0.02920192467230794	0.21635971461755435	0.00116144018583042	0.7532769205243073	0	0.03825136612021858	0.11891891891891893	0.05	sim1	rep1	rd3
LIMMA_tests	0.07582545213207234	0.16973618715778996	0.00580720092915214	0.7486311597809856	0	0.07113821138211383	0.30878378378378374	0.05	sim1	rep1	rd3
ROSACE_tests	0	0.22880371660859464	0	0.7711962833914053	0	NA	0	0	sim10	rep1	rd3
